,ORIGINAL_commentText,commentText,Label
2507,انا الكويتى .  عدنان قاسم  .  . شكتب شزين اغانى الحلوه   المحبوب الفنان راغب علامه   .  . واشجاب المحبوب الفنان راغب علامه   .  . والفنانه احلام  .  . ومنو هذى احلام  . علشان اتكلم على راغب علامه   .  .  .  . ترا الفنانه  احلام هى لما تزوجت  . تغيرت لاطبيعيه  .  وهذا شنو معناها سبب المشاكل هو زوجها  .  .  .  . افهموها   . علشان مايروح احساسكم بعيد .   .  .,انا الكويتى .  عدنان قاسم  .  . شكتب شزين اغانى الحلوه   المحبوب الفنان راغب علامه   .  . واشجاب المحبوب الفنان راغب علامه   .  . والفنانه احلام  .  . ومنو هذى احلام  . علشان اتكلم على راغب علامه   .  .  .  . ترا الفنانه  احلام هى لما تزوجت  . تغيرت لاطبيعيه  .  وهذا شنو معناها سبب المشاكل هو زوجها  .  .  .  . افهموها   . علشان مايروح احساسكم بعيد .   .  .,N
2508,انا اللى عملت كاظم نجم كمان😂😂😂😂😂 ياخى روحو موتوا قهر هاد نجم ما هو فنان و بعدين جورج وسوف اسمه سلطان الطرب ماااااشى يا عمى هاد كاظم قيصر وليس بسلطان بعدين اللى واثق من نفسه انه نجوميته طاغيه  اقسم بالله ما اعرفه ولا العراقى ابو برتقاله  روح غير قميصك يا فنان والله اذا يغنى فى الحمام الشياطين تتعوذ منه و تهرب ناس مريضه  بالعكس اصلا هاد كويس لصالح القيصر رح يزيد ويزيد من شعبيته,انا اللى عملت كاظم نجم كمان😂😂😂😂😂 ياخى روحو موتوا قهر هاد نجم ما هو فنان و بعدين جورج وسوف اسمه سلطان الطرب ماااااشى يا عمى هاد كاظم قيصر وليس بسلطان بعدين اللى واثق من نفسه انه نجوميته طاغيه  اقسم بالله ما اعرفه ولا العراقى ابو برتقاله  روح غير قميصك يا فنان والله اذا يغنى فى الحمام الشياطين تتعوذ منه و تهرب ناس مريضه  بالعكس اصلا هاد كويس لصالح القيصر رح يزيد ويزيد من شعبيته,P
2509,انا الما كنت صغيره  شفت اختى الكبيره  عم تبكى وكل اهلى عم يبكو سالت ع شو عم تبكو قالت لى اعدمو صدام اسد العرب وصلو المجوس الخونه  الى مبتغاهم الله يظهر العراق منهم ويفكنا من شرهم,انا الما كنت صغيره  شفت اختى الكبيره  عم تبكى وكل اهلى عم يبكو سالت ع شو عم تبكو قالت لى اعدمو صدام اسد العرب وصلو المجوس الخونه  الى مبتغاهم الله يظهر العراق منهم ويفكنا من شرهم,N
2510,انا الملكه 🐃,انا الملكه 🐃,N
2511,انا امنيتى اشوفك فى افلام porne,انا امنيتى اشوفك فى افلام porne,P
2512,انا انا انا يا فضيحه  انا,انا انا انا يا فضيحه  انا,P
2513,انا اول اشوف مثل احلام له وجهين تحط نفسها مثل شخصياتها مثل شخص مقهور,انا اول اشوف مثل احلام له وجهين تحط نفسها مثل شخصياتها مثل شخص مقهور,N
2514,انا اول ما سمعت صوته او صوتها شعرى وقف .  . حسبى الله عليك😲😨,انا اول ما سمعت صوته او صوتها شعرى وقف .  . حسبى الله عليك😲😨,N
2515,"انا اول مره  اشوف هالبرديس 
ياويلى عالحشمه  والوقار 😂لا وتدافع عن دعارتها بشراسه  
الله يسترنا",انا اول مره  اشوف هالبرديس  ياويلى عالحشمه  والوقار 😂لا وتدافع عن دعارتها بشراسه   الله يسترنا,P
2516,انا اول مره اسمع عن اسمها برديس هذه لكن عليها صدر يخليك تنزل غصبا عليك ☺,انا اول مره اسمع عن اسمها برديس هذه لكن عليها صدر يخليك تنزل غصبا عليك ☺,N
2517,انا اول مشترك عندك,انا اول مشترك عندك,N
2518,"انا ايش استفدت من هذا الفديو قبحك الله 
ياليت تنزل فديو نستفيد منه",انا ايش استفدت من هذا الفديو قبحك الله  ياليت تنزل فديو نستفيد منه,P
2519,انا بئا عكس كل اللى بيعلقوبيقول دى مش كويسه وقليله الادب لا يا جماعه دى زى الفل وعشره على عشر طبعا هتسال ليه اقولا انا بئا طب لما نمنع الراقصات والفن عموما هنتبسط ازاى وهنفرفش ازاى لازم نفتح المجال اكتر من كده مش يمكن الراقصات تطلع صح واحنا اللى مش فاهمين الست مش عاجبها راى اى حد كل راى مخالف ليها ولشكلها مش عايزه تسمعه وهى فى قراره نفسها بتقدم فن معنى كده استحاله تقنعها ايه الصح وايه الغلط يا جماع هو الكافر عارف انه كافر طبعا لا ومهما تنصح فيه هو على رائيهوكل واحد عجباه دماغه بس الحساب فى الاخرملحوظه هامه برديس ضحكتعلى كل الناس وعملت اللى هى عايزاه وخدت الشهره المطلوبه من جميع البرامج وده كان راى طارق الشناوى مع تونى خليفه وقال الكلام ده وبعد شويه من الحلقه اعترف خليفه برائ الشناوى وهى اللى كسبانه علشان احنا اللى عملنا كده لما نجب عاهره ونعملها اسم,انا بئا عكس كل اللى بيعلقوبيقول دى مش كويسه وقليله الادب لا يا جماعه دى زى الفل وعشره على عشر طبعا هتسال ليه اقولا انا بئا طب لما نمنع الراقصات والفن عموما هنتبسط ازاى وهنفرفش ازاى لازم نفتح المجال اكتر من كده مش يمكن الراقصات تطلع صح واحنا اللى مش فاهمين الست مش عاجبها راى اى حد كل راى مخالف ليها ولشكلها مش عايزه تسمعه وهى فى قراره نفسها بتقدم فن معنى كده استحاله تقنعها ايه الصح وايه الغلط يا جماع هو الكافر عارف انه كافر طبعا لا ومهما تنصح فيه هو على رائيهوكل واحد عجباه دماغه بس الحساب فى الاخرملحوظه هامه برديس ضحكتعلى كل الناس وعملت اللى هى عايزاه وخدت الشهره المطلوبه من جميع البرامج وده كان راى طارق الشناوى مع تونى خليفه وقال الكلام ده وبعد شويه من الحلقه اعترف خليفه برائ الشناوى وهى اللى كسبانه علشان احنا اللى عملنا كده لما نجب عاهره ونعملها اسم,N
2520,انا بحب احلام بس  مو من حقها تحكى هيك على راغب علامه  و هدا بس سوء تفاهم,انا بحب احلام بس  مو من حقها تحكى هيك على راغب علامه  و هدا بس سوء تفاهم,N
2521,انا بحب سعاد محترمه الف رحمه ونور عليها,انا بحب سعاد محترمه الف رحمه ونور عليها,N
2522,انا بحب سعدون,انا بحب سعدون,N
2523,انا بحبا كتير لسيرين عبد النور بس بصراحه  انصدمت من فيديو رقم  2 😢,انا بحبا كتير لسيرين عبد النور بس بصراحه  انصدمت من فيديو رقم  2 😢,N
2524,انا بحبج اكثير حلومه انا من العراق صح كان راغب علامه قاسى بكلامه معاكى ولايهمج خليكى انتى الكبيره  والملكه  👈🌻🌼🌸🌹🍀,انا بحبج اكثير حلومه انا من العراق صح كان راغب علامه قاسى بكلامه معاكى ولايهمج خليكى انتى الكبيره  والملكه  👈🌻🌼🌸🌹🍀,N
2525,انا بحبك احلام,انا بحبك احلام,N
2526,انا بحبك اوى يا برديس,انا بحبك اوى يا برديس,N
2527,انا بحبك يا احلام بحببببببكككككككك,انا بحبك يا احلام بحببببببكككككككك,N
2528,انا بحبها محترمه,انا بحبها محترمه,N
2529,انا بحبو كتيير لكاظم من الجزائر ♡♥♡♥,انا بحبو كتيير لكاظم من الجزائر ♡♥♡♥,N
2530,انا بخاف شى يوم الوحش يكل نانسى مسكينه,انا بخاف شى يوم الوحش يكل نانسى مسكينه,N
2531,انا بدى اعرف شو هيدا شاذ ولا هو ربنا خلقه كدا يمل الصفتين,انا بدى اعرف شو هيدا شاذ ولا هو ربنا خلقه كدا يمل الصفتين,N
2532,انا بديت اشك ان صاحب قناه  شيميل خخخخ,انا بديت اشك ان صاحب قناه  شيميل خخخخ,P
2533,انا برايى كاظم الساهر موهبته هى سبب نجاحه ،  و الصراحه  انا عمرى ما تفرجت عليه  فيديو يسيئ فيه لاى بلد او اى شخص,انا برايى كاظم الساهر موهبته هى سبب نجاحه ،  و الصراحه  انا عمرى ما تفرجت عليه  فيديو يسيئ فيه لاى بلد او اى شخص,N
2534,انا برشح لهم الفنان عبدالله رويشد بدل هاى البقره,انا برشح لهم الفنان عبدالله رويشد بدل هاى البقره,P
2535,انا بس عندى سؤال و مش لاقى الرد كل لما تيجى تكلم حد من النوعيه  دى بيدافع عن شغلو جدا ومش شايف ان فى حاجه  غلط لانهم طبعا بيكسبو من العك ده ويقولو ال ايه ان فى معجبين  *   .  .  .  .  .  المعجبين دول بيتفرجوا ويسقفوا عشان الكليبات دى بتحرك شهوتهم وخلاص مش اكتر ويقولو ده فن الفن انك تعرى جسمك وخلاص  ؟  ؟  ؟  طب مكلو بقى يمشى فل شارع عريان وخلاص وده اسمو فن  -  _  -   .  .  .  .  .  .  وكمان لما حد ينتقد يقولو مش عجبك غير طب لو كلو غير الاسفاف ده حيكسبو منين وحيبقى فين المعجبين الى بيقولو عليهم  ؟  ؟  ؟  والى بيقبضهم حيفضل ع هذا الحال من غير اعلانات والخ .  .  .  .  .  دول مش بيحبو الى هما بيعملو دول شيفنها حلوه  عشان بيكسبو مش اكتر العيب على الى بيتابع والى بمول الى انحطاط ده  .  .  .  .  شكرا انا  16  سنه  للعموم  :  ),انا بس عندى سؤال و مش لاقى الرد كل لما تيجى تكلم حد من النوعيه  دى بيدافع عن شغلو جدا ومش شايف ان فى حاجه  غلط لانهم طبعا بيكسبو من العك ده ويقولو ال ايه ان فى معجبين  *   .  .  .  .  .  المعجبين دول بيتفرجوا ويسقفوا عشان الكليبات دى بتحرك شهوتهم وخلاص مش اكتر ويقولو ده فن الفن انك تعرى جسمك وخلاص  ؟  ؟  ؟  طب مكلو بقى يمشى فل شارع عريان وخلاص وده اسمو فن  -  _  -   .  .  .  .  .  .  وكمان لما حد ينتقد يقولو مش عجبك غير طب لو كلو غير الاسفاف ده حيكسبو منين وحيبقى فين المعجبين الى بيقولو عليهم  ؟  ؟  ؟  والى بيقبضهم حيفضل ع هذا الحال من غير اعلانات والخ .  .  .  .  .  دول مش بيحبو الى هما بيعملو دول شيفنها حلوه  عشان بيكسبو مش اكتر العيب على الى بيتابع والى بمول الى انحطاط ده  .  .  .  .  شكرا انا  16  سنه  للعموم  :  ),P
2536,انا بس نقص بسيط جدا بالهرمونات صار عندى الام رهيبه  بعظامى وضعف بكل جسمى وانت بتاخد هرمونات الانوثه  للآن ماحصل معك شى بس استنى عامين وتشوف شو بيصير فيك بتنشل عالخالص,انا بس نقص بسيط جدا بالهرمونات صار عندى الام رهيبه  بعظامى وضعف بكل جسمى وانت بتاخد هرمونات الانوثه  للآن ماحصل معك شى بس استنى عامين وتشوف شو بيصير فيك بتنشل عالخالص,N
2537,"انا بستغرب من هالتعصب الرهيب 
كل واحد بينسب نجاح هالانسان لبلدو 
خلى كاضم الساهر سيء وناكر للجميل  { انا بستنكر طبعا هالشى لرقى اخلاقه }  
خلو افراد مجتمعك ينهضو فيه 
 # ارتقوا",انا بستغرب من هالتعصب الرهيب  كل واحد بينسب نجاح هالانسان لبلدو  خلى كاضم الساهر سيء وناكر للجميل  { انا بستنكر طبعا هالشى لرقى اخلاقه }   خلو افراد مجتمعك ينهضو فيه   # ارتقوا,N
2538,انا بشوف انها مش جميله  وجها كبير,انا بشوف انها مش جميله  وجها كبير,N
2539,"انا بشوف ان الاحلام ما لازم تتكلم عن راغب بهاذه الطريقه لان لما راغب خىج بمقابله على نفس الموضوع ما تكلم على احلام باساء و لاكن هى تكلمت و سائت لراغب 
هى تتكلم بلبنانى لان اول شى المزيع بنانى و اذا تكلمت بالخليج فصعب يفهم كلامها و لتوضيح اكثر اعتقد هذا",انا بشوف ان الاحلام ما لازم تتكلم عن راغب بهاذه الطريقه لان لما راغب خىج بمقابله على نفس الموضوع ما تكلم على احلام باساء و لاكن هى تكلمت و سائت لراغب  هى تتكلم بلبنانى لان اول شى المزيع بنانى و اذا تكلمت بالخليج فصعب يفهم كلامها و لتوضيح اكثر اعتقد هذا,N
2540,انا بصراحه اذا شفت ام ركبه او اتابعها على الصدفه يجينى ضيق وكتئاب احس انى اشوف بقره تلعب جنماز معاء انى ضلمت البقره  .  . بصراحه  شوهت بالعالم العربى والاسلامي,انا بصراحه اذا شفت ام ركبه او اتابعها على الصدفه يجينى ضيق وكتئاب احس انى اشوف بقره تلعب جنماز معاء انى ضلمت البقره  .  . بصراحه  شوهت بالعالم العربى والاسلامي,P
2541,انا بصراحه معجب باحلام  .  .  . الحقيقه تقال انها عصبيه  شويه و كلامها ليس متناسق و لكن تبقى شخصيتها مليحه  .  .  . و بنظرى هى مظلومه,انا بصراحه معجب باحلام  .  .  . الحقيقه تقال انها عصبيه  شويه و كلامها ليس متناسق و لكن تبقى شخصيتها مليحه  .  .  . و بنظرى هى مظلومه,N
2542,انا بعتبر احلا حيوانه طبعن راى بهمكن هههه الملكه تلحس انفي,انا بعتبر احلا حيوانه طبعن راى بهمكن هههه الملكه تلحس انفي,P
2543,انا بعشقك يا احلام,انا بعشقك يا احلام,N
2544,انا بقوال لكل الى غلوطه بحق كاظم فاكيو,انا بقوال لكل الى غلوطه بحق كاظم فاكيو,P
2545,انا بكره كاضم الساهر وانا عراقى وبكرهو كتير وما بحبو ابدا وغضب الله عليه ما بطيقو ابدا ابدا ابدا وتفى عليه,انا بكره كاضم الساهر وانا عراقى وبكرهو كتير وما بحبو ابدا وغضب الله عليه ما بطيقو ابدا ابدا ابدا وتفى عليه,P
2546,انا بكره كاظم مطرب العجايز  لاصوت ولا صوره حتا من يتكلم يمثل انو برفسور او انسان متكلم وحركات يديه مثل المخنثين  شنو الى حلو اغانيه نصفه كلام غير مفهوم  انا عراقى  مش من اى دوله ومابيشرفنى هذا بياع العصير فى مدينه  كركوك العراقيه شو من ظمن اغانيه السخيف مجموعه  اطفال ويغنى كدع عينى كدع شاف امه وختر لو يتبغدد علينه شنو هذى السخافه تفو عليه وعلى كل واحد يحبه ومعه صوت الحمار حاتم العراقى كلب عدى صدام وهند محسن صوت الغرد,انا بكره كاظم مطرب العجايز  لاصوت ولا صوره حتا من يتكلم يمثل انو برفسور او انسان متكلم وحركات يديه مثل المخنثين  شنو الى حلو اغانيه نصفه كلام غير مفهوم  انا عراقى  مش من اى دوله ومابيشرفنى هذا بياع العصير فى مدينه  كركوك العراقيه شو من ظمن اغانيه السخيف مجموعه  اطفال ويغنى كدع عينى كدع شاف امه وختر لو يتبغدد علينه شنو هذى السخافه تفو عليه وعلى كل واحد يحبه ومعه صوت الحمار حاتم العراقى كلب عدى صدام وهند محسن صوت الغرد,P
2547,انا بكرهك بكرهك من كل قلبي,انا بكرهك بكرهك من كل قلبي,P
2548,انا بكيت بكيت بكيت 😢😢😢😢والعالم المسلمين بكو,انا بكيت بكيت بكيت 😢😢😢😢والعالم المسلمين بكو,N
2549,انا تابعت الموسم التانى من اراب ايدل وفعلا شفت المواقف التافه والسخيفه اللى كان يقوم فيها راغب علامه علشان يغيظ احلام وابدا ما كانت بتخفى ع الطفل الصغير  لانه حاول يهين احلام و يصغرها بس صغر من نفسه كتير لانه قبل ع حاله يحط راسه براس امراه  شو ما كانت انا بحكى هيك مو دفاعا عن احلام  ابدا بس لازم يتصرف تصرف رجال وشو ما بدر منها يستوعبها باسلوب راقى وتصرفاته كانت كتصرفات امراءه  بتغيظ امراءه  لدرجه كنت اقول  كيف قابل ع حاله هيك,انا تابعت الموسم التانى من اراب ايدل وفعلا شفت المواقف التافه والسخيفه اللى كان يقوم فيها راغب علامه علشان يغيظ احلام وابدا ما كانت بتخفى ع الطفل الصغير  لانه حاول يهين احلام و يصغرها بس صغر من نفسه كتير لانه قبل ع حاله يحط راسه براس امراه  شو ما كانت انا بحكى هيك مو دفاعا عن احلام  ابدا بس لازم يتصرف تصرف رجال وشو ما بدر منها يستوعبها باسلوب راقى وتصرفاته كانت كتصرفات امراءه  بتغيظ امراءه  لدرجه كنت اقول  كيف قابل ع حاله هيك,N
2550,انا تعجبنى انجليزيه  وعربيتها المكسره اولى ابى شوز,انا تعجبنى انجليزيه  وعربيتها المكسره اولى ابى شوز,N
2551,"انا توونسيه  و الحق يتقال لطيفه  ما تعجبنيش  !  
صووتها ﻻ عﻻقه  تحسها تعيط 
و عندها تاريخ محمم مع بن على و حسنى و السيسى و بعد تجى تحكى على الثوره  و الحريه  و هى لحاسه  ﻻ اكثر ﻻ اقل  !  
ثانى حاجه  احنا ضد اى توونسى يسب شخص جزائري",انا توونسيه  و الحق يتقال لطيفه  ما تعجبنيش  !   صووتها ﻻ عﻻقه  تحسها تعيط  و عندها تاريخ محمم مع بن على و حسنى و السيسى و بعد تجى تحكى على الثوره  و الحريه  و هى لحاسه  ﻻ اكثر ﻻ اقل  !   ثانى حاجه  احنا ضد اى توونسى يسب شخص جزائري,P
2552,انا جزائرى احب لبنان واحب الامارات والخليج ولا يهمنى مشاكل الفنانين  . فنحن لم نحل مشاكلنا الخاصه  وتفرغنا لمشاكل الاخرين والله عجب  . لا للعنصريه  تحيا كل العرب فى كل العالم وكلنا اسمى بمبادئه  . الله يخليكم لا تجزئو المجزء,انا جزائرى احب لبنان واحب الامارات والخليج ولا يهمنى مشاكل الفنانين  . فنحن لم نحل مشاكلنا الخاصه  وتفرغنا لمشاكل الاخرين والله عجب  . لا للعنصريه  تحيا كل العرب فى كل العالم وكلنا اسمى بمبادئه  . الله يخليكم لا تجزئو المجزء,N
2553,انا جزائرى اقول مصر اكبر من كل عاهره  مصر يكفيها جابت شعراوي,انا جزائرى اقول مصر اكبر من كل عاهره  مصر يكفيها جابت شعراوي,P
2554,انا جزائريه  و الخطوط المغربيه  ما تشرفها وحده  حقيره  مثلك حتى اهلها مستعرين بيها و الفسق الموجود ما شفت زيو ز مستخبيين تحت الدين ولك انتو حتى الحج سويتوه تجاره  خالى لبير بغطاه تفوو تافهه  و حقيره  و رخيصه   .,انا جزائريه  و الخطوط المغربيه  ما تشرفها وحده  حقيره  مثلك حتى اهلها مستعرين بيها و الفسق الموجود ما شفت زيو ز مستخبيين تحت الدين ولك انتو حتى الحج سويتوه تجاره  خالى لبير بغطاه تفوو تافهه  و حقيره  و رخيصه   .,P
2555,انا جزائريه  يعلم الله احترامى للكويت والعرب وبعيدا عن القيصر العراق بلد الحضاره  والعلم وماحل بها مكيده  يراها الاعمى رحمك الله صدام,انا جزائريه  يعلم الله احترامى للكويت والعرب وبعيدا عن القيصر العراق بلد الحضاره  والعلم وماحل بها مكيده  يراها الاعمى رحمك الله صدام,N
2556,انا حزنت كثير انا وعائلتى على اعدام صدام يوم العيد وش معنى هاليوم يعنى ليه مااجلوها شوى لبعد العيد  !  !  !  !  !  ؟,انا حزنت كثير انا وعائلتى على اعدام صدام يوم العيد وش معنى هاليوم يعنى ليه مااجلوها شوى لبعد العيد  !  !  !  !  !  ؟,N
2557,انا حقول الحق  : قبل كانت احلام والله عادى بس من انشهرت اكثر وتزوجت وصار عندها فلوس كثير اتغرت وصارت تتعارك مع كثير فنانين وتطيح كلام بس انا اقول مليح العقل لازم يكون الانسان رزين وما يهاجم الناس اضحك فى وجه المؤمن صدقه  ولازم الواحد يحط من نفسو شوى الانثى انثى والرجل يبقى رجل,انا حقول الحق  : قبل كانت احلام والله عادى بس من انشهرت اكثر وتزوجت وصار عندها فلوس كثير اتغرت وصارت تتعارك مع كثير فنانين وتطيح كلام بس انا اقول مليح العقل لازم يكون الانسان رزين وما يهاجم الناس اضحك فى وجه المؤمن صدقه  ولازم الواحد يحط من نفسو شوى الانثى انثى والرجل يبقى رجل,N
2558,انا دراسه  فى كليه  الشريعه  الاسلاميه  وبقوم بكل الفرائض بصلى وصوم ههههه ضحكى على طفل عمره  سنتين بهاي,انا دراسه  فى كليه  الشريعه  الاسلاميه  وبقوم بكل الفرائض بصلى وصوم ههههه ضحكى على طفل عمره  سنتين بهاي,N
2559,انا رح ابقى مع السوبر الستار مهما صار .,انا رح ابقى مع السوبر الستار مهما صار .,N
2560,انا ساره  خربت وعلي,انا ساره  خربت وعلي,N
2561,انا ساره 😂😂😂,انا ساره 😂😂😂,N
2562,انا سعوديه بس اتوقع الامارات مايشرفها انك تحبها يازباله فاهم الامارات بلد نظيف ومسلم,انا سعوديه بس اتوقع الامارات مايشرفها انك تحبها يازباله فاهم الامارات بلد نظيف ومسلم,P
2563,انا سوريه  وكنت بكره احلام كتير بس هيى قلبها طيب وما بتقدر تعبر عن نفسها بالطريقه  الصحيحه  سدقونى دققو بتصرفاتها ورح تعرفو انو قلبها طيب لا تحكمو عالشخص من برا كمثال بس ممكن تشوفو شخص معه قرآن وبقلب القرآن حاطط موبايل وعم يلعب وممكن تشوفو واحد مع موبايل وحاطط على موبايله آيات قرآنيه  لا تحكمو عالكتاب  من غلافه,انا سوريه  وكنت بكره احلام كتير بس هيى قلبها طيب وما بتقدر تعبر عن نفسها بالطريقه  الصحيحه  سدقونى دققو بتصرفاتها ورح تعرفو انو قلبها طيب لا تحكمو عالشخص من برا كمثال بس ممكن تشوفو شخص معه قرآن وبقلب القرآن حاطط موبايل وعم يلعب وممكن تشوفو واحد مع موبايل وحاطط على موبايله آيات قرآنيه  لا تحكمو عالكتاب  من غلافه,N
2564,انا سوريه بس حرام بتكون انت من لعراقيه خرج تكون من لبنانيه  هههههه,انا سوريه بس حرام بتكون انت من لعراقيه خرج تكون من لبنانيه  هههههه,N
2565,انا شاب مصرى اعمل معلم بالسعوديه  اريد الزواج وهاد الواتساب بتاعى  01121034798  واعمل معلم وانزل فتره  الاجازه  الى بلدى مصر وده رقمى بالسعوديه    0566491837,انا شاب مصرى اعمل معلم بالسعوديه  اريد الزواج وهاد الواتساب بتاعى  01121034798  واعمل معلم وانزل فتره  الاجازه  الى بلدى مصر وده رقمى بالسعوديه    0566491837,N
2566,انا شايفه  ان هذه حمله  على الخليجيين وبالذات فنانه  مثل الملكه  احلام اللى غايظه  الحاقدين على الخليج,انا شايفه  ان هذه حمله  على الخليجيين وبالذات فنانه  مثل الملكه  احلام اللى غايظه  الحاقدين على الخليج,N
2567,انا شايفه  انه انسان مؤدب ومحترم .   .  .  .  . لو كانت لبنان او الكويت او باقى الفنانين اصحاب فضل عليه ففضل الله اكبر,انا شايفه  انه انسان مؤدب ومحترم .   .  .  .  . لو كانت لبنان او الكويت او باقى الفنانين اصحاب فضل عليه ففضل الله اكبر,N
2568,انا شخصيا ارى ان كل بنى ادم حر فى راسو,انا شخصيا ارى ان كل بنى ادم حر فى راسو,N
2569,"انا شخصيا اعتبر كاظم الساهر من الصف الاول فى الفن العربى ما اقارنه الا بمثل عبدالحليم وام كلثوم 
وبكل استحقاق",انا شخصيا اعتبر كاظم الساهر من الصف الاول فى الفن العربى ما اقارنه الا بمثل عبدالحليم وام كلثوم  وبكل استحقاق,N
2570,انا شخصيا صوت لطيفه  يوجعنى فى اذنى ويعمل صداع صوتها مثل التخربيش فى الزجاج سبحان الله كيف اصبحت نجمه  اما فله  صوتها رائع وهى جميله  دون اى عمليات عكس لطيفه  الى عرفت النعمه  حديثا وتحكى على فله   ، صوت الزجاج الهامله,انا شخصيا صوت لطيفه  يوجعنى فى اذنى ويعمل صداع صوتها مثل التخربيش فى الزجاج سبحان الله كيف اصبحت نجمه  اما فله  صوتها رائع وهى جميله  دون اى عمليات عكس لطيفه  الى عرفت النعمه  حديثا وتحكى على فله   ، صوت الزجاج الهامله,P
2571,انا شخصيا ما اطيقها عندها درجه  غباء كبيره  جداااااااا و حماره  و تهدر اى شى يجى ببالها بقره,انا شخصيا ما اطيقها عندها درجه  غباء كبيره  جداااااااا و حماره  و تهدر اى شى يجى ببالها بقره,P
2572,انا شو دخلنى لهذا الفيديو قرفففففف,انا شو دخلنى لهذا الفيديو قرفففففف,P
2573,انا ضد السب ليه يسبونها عشان لبسها هى حررره تسوى اللى تبى هذا يخصها وليس حق لى احد يتدخل فى حريتها ولا من حقهم سجنها يتركونها فى حالها هذا شيء يخصها من هذا الكلام مو معنا انى معها صح هذا خطا لكن مو من حقى احسبها واقول ليه وكذا انا اعلمها زى ما اعامل الناس العاديين الرسول كانو النساء الليل يلبسون لبس شبه عارى وكان الرسول لا يتعرض لهم ولا يقول لهم شيء ولا يجلدهم ويرجمهم ويسبهم كان يترك ولا يقول شيء اذا بغا يقول شيء ينصحها بحترام وهذا نبى من الله واحده كانت تصلى وتقوم الليل لكنها كانت تحبس قطتها فقال الرسول هى بنار وامراه ليل او زى ماتقولون ( عاهره )  شربت كلبت ودخلت الجنه,انا ضد السب ليه يسبونها عشان لبسها هى حررره تسوى اللى تبى هذا يخصها وليس حق لى احد يتدخل فى حريتها ولا من حقهم سجنها يتركونها فى حالها هذا شيء يخصها من هذا الكلام مو معنا انى معها صح هذا خطا لكن مو من حقى احسبها واقول ليه وكذا انا اعلمها زى ما اعامل الناس العاديين الرسول كانو النساء الليل يلبسون لبس شبه عارى وكان الرسول لا يتعرض لهم ولا يقول لهم شيء ولا يجلدهم ويرجمهم ويسبهم كان يترك ولا يقول شيء اذا بغا يقول شيء ينصحها بحترام وهذا نبى من الله واحده كانت تصلى وتقوم الليل لكنها كانت تحبس قطتها فقال الرسول هى بنار وامراه ليل او زى ماتقولون ( عاهره )  شربت كلبت ودخلت الجنه,N
2574,"انا ضد الفن المبتذل ولكن السؤال الذى يطرح نفسه لماذا دائما الانثى من يلقى فيها بالحبس والذكر لا يحاكم كما حدث فى وائل ومنه  اصحاب اغنيه  سيب ايدى  !  ! 
منتجين الاغنيه  لماذا لا يحاكمون لمتى سيبقى الشعب شعب ذكورى  ! لماذا فى مصر تحاكم المطربه  المبذله  او المتحرشه  والشاب المتحرش فى الشارع لا يسجن ولا قانون يحمى المتحرش بهن من اولاد الشوارع  !  ! ",انا ضد الفن المبتذل ولكن السؤال الذى يطرح نفسه لماذا دائما الانثى من يلقى فيها بالحبس والذكر لا يحاكم كما حدث فى وائل ومنه  اصحاب اغنيه  سيب ايدى  !  !  منتجين الاغنيه  لماذا لا يحاكمون لمتى سيبقى الشعب شعب ذكورى  ! لماذا فى مصر تحاكم المطربه  المبذله  او المتحرشه  والشاب المتحرش فى الشارع لا يسجن ولا قانون يحمى المتحرش بهن من اولاد الشوارع  !  ! ,N
2575,انا عاوز ارقع من الهانم الى كانها نعجه    هههههههههههههههههههههه,انا عاوز ارقع من الهانم الى كانها نعجه    هههههههههههههههههههههه,P
2576,انا عايزه  اعرف حاجه   .  .  . ليه المتحول الجنسى بينسى يحول صوته كمان  .  .  .  . ههههههههههههههههه,انا عايزه  اعرف حاجه   .  .  . ليه المتحول الجنسى بينسى يحول صوته كمان  .  .  .  . ههههههههههههههههه,N
2577,انا عراقى وافتخر بيج وانتى تاج و الذهب  والله ينصر الجيش السورى العربى عاش بشار الاسد عاش العراق,انا عراقى وافتخر بيج وانتى تاج و الذهب  والله ينصر الجيش السورى العربى عاش بشار الاسد عاش العراق,N
2578,انا عراقى واقول لبنان هى سبب شهره  كاظم الساهر,انا عراقى واقول لبنان هى سبب شهره  كاظم الساهر,N
2579,انا عرفت مريم حسين من هواشها مع مها محمد و اهلى عرفوها من سالفه  روان الغامدى 😂😂😂,انا عرفت مريم حسين من هواشها مع مها محمد و اهلى عرفوها من سالفه  روان الغامدى 😂😂😂,N
2580,انا عن جد مصدومه  انو فى هيك وسخات,انا عن جد مصدومه  انو فى هيك وسخات,P
2581,انا عن نفسى كثير كيوت وصريحه وقويه  الشخصيه,انا عن نفسى كثير كيوت وصريحه وقويه  الشخصيه,N
2582,"انا فلسطينى وزعلان من كاظم الساهر لانه ناكر الجميل وانا الى فضل عليه فى نشاته "" 
يلعنكم شو اوغاد وسفله كلكم ما ملحقين صرمايته لكاظم بتزاودو عليه قرف يقرفكم","انا فلسطينى وزعلان من كاظم الساهر لانه ناكر الجميل وانا الى فضل عليه فى نشاته ""  يلعنكم شو اوغاد وسفله كلكم ما ملحقين صرمايته لكاظم بتزاودو عليه قرف يقرفكم",P
2583,انا كتير اتدايئت هههههههه,انا كتير اتدايئت هههههههه,N
